ИД клиента;CustomerID;Дата
1079632;283183;18.04.2018 19:28:34
1079636;543199;18.03.2019 15:27:42
1079689;609406;13.06.2019 11:53:08
1079768;151559;12.04.2017 15:56:18
1079791;420720;09.12.2018 17:35:17
1079827;175936;25.06.2017 16:04:37
1079863;163552;31.05.2017 15:40:54
1079886;501853;13.02.2019 10:10:27
1079889;617650;24.06.2019 12:54:25
1080031;202407;23.08.2017 19:38:11
1080044;623447;30.06.2019 14:40:31
1080045;185466;17.07.2017 08:25:04
1080067;369803;21.10.2018 15:59:35
1080074;214925;18.09.2017 19:43:16
1080105;160641;20.05.2017 15:53:46
1080163;424392;12.12.2018 22:37:55
1080184;163568;31.05.2017 15:58:53
1080207;323326;20.08.2018 12:47:19
1080215;273354;22.03.2018 22:27:36
1080231;189348;26.07.2017 11:53:44
1080250;156141;02.05.2017 13:46:31
1080257;230453;11.11.2017 09:26:57
1080314;624449;01.07.2019 18:01:52
1080349;634065;12.07.2019 19:05:02
1080368;423152;11.12.2018 21:08:20
1080391;195565;08.08.2017 23:44:15
1080432;181703;07.07.2017 23:54:38
1080446;337459;12.09.2018 10:42:49
1080481;320271;13.08.2018 00:06:46
1080495;230578;11.11.2017 16:20:36
1080516;186561;19.07.2017 16:31:34
1080518;343712;21.09.2018 19:44:46
1080535;314407;29.07.2018 11:50:24
1080543;471244;21.01.2019 20:45:13
1080567;227123;31.10.2017 11:05:34
1080690;566187;10.04.2019 23:14:34
1080709;319155;10.08.2018 07:35:43
1080714;200548;20.08.2017 03:28:41
1080788;430038;17.12.2018 15:48:55
1080792;478672;26.01.2019 13:24:13
1080805;227966;02.11.2017 20:55:35
1080809;222907;16.10.2017 17:05:27
1080814;302877;26.06.2018 23:04:45
1080820;395449;14.11.2018 18:30:40
1080839;193896;05.08.2017 11:27:48
1080927;364660;16.10.2018 16:47:55
1080943;485632;31.01.2019 13:25:00
1081007;248889;04.01.2018 10:08:48
1081083;592671;18.05.2019 16:53:19
1081120;363715;15.10.2018 13:25:20
1081123;529864;06.03.2019 16:42:55
1081151;402844;22.11.2018 14:55:03
1081236;591903;17.05.2019 12:16:59
1081240;189567;26.07.2017 17:56:13
1081255;479516;26.01.2019 19:00:21
1081319;497313;09.02.2019 14:37:42
1081361;163739;31.05.2017 22:56:01
1081377;350483;30.09.2018 10:45:47
1081380;440046;24.12.2018 20:37:37
1081394;296251;04.06.2018 23:23:40
1081409;193556;04.08.2017 15:30:59
1081418;521958;28.02.2019 16:53:13
1081422;163925;01.06.2017 14:19:25
1081428;376411;27.10.2018 09:02:48
1081488;283357;19.04.2018 13:11:33
1081495;152141;14.04.2017 17:41:08
1081498;608654;12.06.2019 10:28:14
1081545;150055;06.04.2017 13:48:53
1081637;362576;13.10.2018 20:54:35
1081751;462711;14.01.2019 17:12:35
1081815;496788;09.02.2019 09:01:15
1081850;187963;23.07.2017 08:07:29
1081853;280020;07.04.2018 20:32:03
1081868;379268;29.10.2018 13:53:53
1081880;359641;09.10.2018 22:53:54
1081886;553386;27.03.2019 22:54:20
1081951;397424;16.11.2018 21:11:30
1081973;395695;14.11.2018 23:17:37
1081989;179017;02.07.2017 00:50:14
1082013;370795;22.10.2018 13:50:39
1082014;386400;05.11.2018 12:17:35
1082037;152924;18.04.2017 07:51:52
1082040;429314;17.12.2018 02:06:15
1082077;198096;14.08.2017 21:35:54
1082093;601573;01.06.2019 23:33:40
1082104;338900;14.09.2018 14:04:51
1082152;274537;26.03.2018 14:28:00
1082221;276837;31.03.2018 15:34:19
1082230;570718;15.04.2019 22:22:51
1082306;467881;19.01.2019 00:06:40
1082425;175146;24.06.2017 13:03:13
1082427;417564;06.12.2018 21:10:31
1082459;517820;25.02.2019 14:33:52
1082490;466813;18.01.2019 03:37:08
1082514;416608;06.12.2018 00:03:26
1082519;183757;12.07.2017 23:46:39
1082555;438740;23.12.2018 22:07:08
1082568;164664;03.06.2017 07:04:43
1082575;432697;19.12.2018 14:09:50
1082617;600869;31.05.2019 21:46:16
1082622;166023;06.06.2017 14:30:41
1082623;237152;03.12.2017 04:58:52
1082649;356107;05.10.2018 15:47:04
1082672;637606;17.07.2019 08:59:07
1082683;253218;19.01.2018 12:46:56
1082705;214388;17.09.2017 16:59:46
1082803;156896;05.05.2017 14:24:28
1082815;328623;30.08.2018 12:44:50
1082894;502252;13.02.2019 14:59:23
1082896;245444;24.12.2017 19:26:40
1082908;265688;28.02.2018 14:41:42
1082982;204940;27.08.2017 22:50:06
1082986;391916;11.11.2018 10:01:12
1083019;575575;22.04.2019 22:01:40
1083027;243118;19.12.2017 20:38:00
1083081;291441;18.05.2018 20:43:19
1083155;497761;09.02.2019 19:02:16
1083201;160713;20.05.2017 22:49:36
1083220;584327;05.05.2019 15:26:54
1083234;504154;15.02.2019 10:16:16
1083270;493931;06.02.2019 20:26:23
1083276;636483;15.07.2019 19:25:42
1083323;155052;27.04.2017 12:17:34
1083339;423300;11.12.2018 23:36:01
1083344;519226;26.02.2019 17:28:05
1083385;480708;27.01.2019 15:31:18
1083427;352226;01.10.2018 22:10:50
1083462;268511;08.03.2018 10:22:11
1083480;148762;14.02.2017 18:01:38
1083495;384011;02.11.2018 20:53:47
1083524;194244;06.08.2017 09:37:12
1083531;589839;14.05.2019 11:44:50
1083538;240583;12.12.2017 22:54:51
1083613;425492;13.12.2018 22:44:29
1083615;263943;23.02.2018 11:37:18
1083627;595117;22.05.2019 21:32:57
1083629;614958;21.06.2019 10:29:19
1083672;550427;24.03.2019 19:14:28
1083777;386947;05.11.2018 21:21:48
1083778;170537;17.06.2017 15:19:47
1083792;461416;13.01.2019 16:27:19
1083850;195186;08.08.2017 10:14:43
1083873;385535;04.11.2018 13:07:40
1083878;238068;05.12.2017 22:32:35
1083967;492686;05.02.2019 20:08:21
1084067;379698;29.10.2018 20:49:07
1084069;237781;05.12.2017 07:21:05
1084073;323834;21.08.2018 12:07:49
1084104;497587;09.02.2019 17:16:33
1084283;205619;28.08.2017 22:21:15
1084292;254127;22.01.2018 09:41:33
1084303;153681;21.04.2017 11:02:26
1084347;233079;19.11.2017 14:57:00
1084406;464713;16.01.2019 11:32:25
1084461;320982;14.08.2018 16:50:04
1084480;457575;10.01.2019 21:31:05
1084503;309432;15.07.2018 17:16:15
1084519;323872;21.08.2018 12:15:16
1084529;354772;04.10.2018 09:17:46
1084565;258873;04.02.2018 17:25:05
1084583;200167;19.08.2017 07:47:40
1084587;435906;21.12.2018 21:45:16
1084592;167935;12.06.2017 17:19:41
1084639;212220;12.09.2017 12:34:10
1084647;376006;26.10.2018 18:59:12
1084700;203633;25.08.2017 21:56:01
1084736;193415;04.08.2017 11:23:49
1084741;298651;12.06.2018 16:52:24
1084777;532517;09.03.2019 00:45:23
1084865;608296;11.06.2019 16:46:04
1084888;312410;23.07.2018 12:40:31
1084968;566814;11.04.2019 17:59:32
1084978;266194;01.03.2018 19:56:37
1084979;425066;13.12.2018 16:01:47
1084981;408741;28.11.2018 19:39:56
1085025;242900;19.12.2017 11:49:34
1085028;371204;22.10.2018 18:43:19
1085039;406141;25.11.2018 22:29:35
1085086;198335;15.08.2017 14:20:03
1085093;519348;26.02.2019 19:12:22
1085094;548744;23.03.2019 12:54:31
1085144;584734;06.05.2019 11:18:26
1085165;417831;07.12.2018 08:39:12
1085200;392133;11.11.2018 13:00:34
1085249;375737;26.10.2018 14:40:12
1085267;521593;28.02.2019 13:05:14
1085290;270415;14.03.2018 12:01:17
1085355;506199;16.02.2019 18:40:56
1085357;431154;18.12.2018 12:54:34
1085389;514865;23.02.2019 11:50:43
1085391;210919;08.09.2017 22:11:14
1085415;278455;04.04.2018 14:00:28
1085418;153714;21.04.2017 12:56:02
1085439;344504;23.09.2018 08:44:18
1085458;193540;04.08.2017 14:49:15
1085489;363968;15.10.2018 19:16:35
1085546;408172;28.11.2018 10:21:15
1085561;489618;03.02.2019 13:26:30
1085613;196827;11.08.2017 17:47:05
1085655;638948;18.07.2019 22:18:37
1085749;355589;04.10.2018 23:28:59
1085814;459736;12.01.2019 14:11:47
1085832;188871;25.07.2017 13:05:35
1085840;340284;16.09.2018 13:30:47
1085850;152050;14.04.2017 12:50:02
1085853;179881;04.07.2017 08:28:45
1085944;355372;04.10.2018 19:20:42
1085949;257108;30.01.2018 16:25:39
1085997;234029;22.11.2017 15:58:17
1086020;188187;23.07.2017 17:54:12
1086163;167644;11.06.2017 17:27:18
1086172;366147;18.10.2018 12:18:54
1086190;164426;02.06.2017 16:29:23
1086237;201078;21.08.2017 08:49:43
1086245;594847;22.05.2019 13:56:21
1086294;274466;26.03.2018 10:23:29
1086304;179567;03.07.2017 12:20:42
1086355;318481;08.08.2018 13:25:23
1086510;447572;29.12.2018 23:33:02
1086533;555197;29.03.2019 16:50:14
1086553;350055;29.09.2018 18:11:12
1086556;638443;18.07.2019 01:04:22
1086627;346905;25.09.2018 22:10:39
1086696;462896;14.01.2019 20:06:55
1086701;150496;08.04.2017 11:56:24
1086745;466680;17.01.2019 22:35:51
1086796;311050;19.07.2018 20:19:18
1086832;477097;25.01.2019 12:49:21
1086846;273491;23.03.2018 13:16:03
1086945;201287;21.08.2017 15:38:15
1086949;200225;19.08.2017 11:04:42
1086988;554141;28.03.2019 18:20:00
1086995;604478;06.06.2019 09:35:41
1087007;241616;15.12.2017 20:10:03
1087052;364987;17.10.2018 01:09:46
1087070;221387;10.10.2017 19:50:54
1087074;645091;25.07.2019 23:47:24
1087075;388226;07.11.2018 11:51:38
1087086;155165;27.04.2017 17:47:54
1087089;193363;04.08.2017 09:36:15
1087122;274449;26.03.2018 09:06:00
1087129;336558;10.09.2018 21:17:20
1087136;483538;29.01.2019 18:59:34
1087144;551680;26.03.2019 08:24:16
1087191;422411;11.12.2018 10:52:11
1087299;358169;08.10.2018 00:47:34
1087358;410857;30.11.2018 18:23:02
1087367;391281;10.11.2018 14:57:20
1087391;206289;29.08.2017 22:33:57
1087510;201720;22.08.2017 14:57:27
1087517;371728;23.10.2018 10:41:33
1087535;426233;14.12.2018 16:06:52
1087629;504168;15.02.2019 10:28:07
1087680;478501;26.01.2019 12:13:25
1087750;606895;09.06.2019 14:53:22
1087813;468413;19.01.2019 14:34:23
1087854;281964;14.04.2018 15:00:08
1087882;342417;19.09.2018 14:10:49
1088003;537244;13.03.2019 07:13:19
1088058;336852;11.09.2018 12:02:47
1088075;184067;13.07.2017 18:39:23
1088107;181584;07.07.2017 18:48:46
1088119;488048;02.02.2019 12:28:15
1088155;291897;20.05.2018 14:21:50
1088165;268540;08.03.2018 11:39:54
1088169;642401;22.07.2019 20:04:24
1088202;230567;11.11.2017 15:55:39
1088204;321820;16.08.2018 12:31:21
1088207;266527;02.03.2018 19:17:54
1088214;273242;22.03.2018 16:36:27
1088226;198072;14.08.2017 20:40:53
1088255;354105;03.10.2018 14:50:20
1088304;281112;11.04.2018 18:06:14
1088396;263060;19.02.2018 22:58:17
1088436;402030;21.11.2018 17:23:16
1088440;244120;21.12.2017 16:05:52
1088498;631615;09.07.2019 20:10:03
1088553;459309;12.01.2019 10:59:17
1088558;322918;19.08.2018 11:54:14
1088584;575506;22.04.2019 19:59:38
1088594;227422;01.11.2017 08:38:16
1088599;459394;12.01.2019 11:38:02
1088602;306095;06.07.2018 14:35:37
1088651;458201;11.01.2019 14:00:24
1088658;450821;04.01.2019 00:00:41
1088675;367183;19.10.2018 12:20:18
1088704;583625;04.05.2019 13:30:26
1088705;576475;24.04.2019 01:08:03
1088711;175248;24.06.2017 15:12:25
1088721;254311;22.01.2018 19:08:33
1088744;467762;18.01.2019 22:08:00
1088761;153211;19.04.2017 10:38:29
1088765;387613;06.11.2018 16:27:48
1088805;155064;27.04.2017 13:09:51
1088939;396978;16.11.2018 12:55:05
1088955;310188;17.07.2018 18:17:41
1088970;230892;12.11.2017 15:03:09
1088974;622202;29.06.2019 12:11:49
1088981;602467;03.06.2019 11:30:26
1088990;348863;28.09.2018 13:47:31
1088993;174224;22.06.2017 22:54:43
1089038;232147;16.11.2017 16:18:22
1089060;162571;28.05.2017 14:07:37
1089075;578933;27.04.2019 11:39:11
1089079;511660;21.02.2019 09:23:58
1089096;311586;21.07.2018 01:30:36
1089139;562405;06.04.2019 15:56:53
1089147;346990;26.09.2018 00:47:27
1089172;150879;09.04.2017 22:57:11
1089290;281855;14.04.2018 08:59:58
1089359;418852;08.12.2018 08:01:58
1089382;189608;26.07.2017 19:40:46
1089404;152535;16.04.2017 14:21:21
1089432;155619;29.04.2017 17:57:04
1089455;342026;18.09.2018 20:47:55
1089609;226735;30.10.2017 08:53:28
1089641;275297;28.03.2018 17:31:35
1089649;299144;14.06.2018 12:11:23
1089685;606156;08.06.2019 14:20:43
1089686;229093;06.11.2017 15:32:42
1089717;303334;28.06.2018 12:24:26
1089768;609350;13.06.2019 10:48:07
1089775;362628;13.10.2018 21:55:25
1089813;517796;25.02.2019 14:18:01
1089827;202380;23.08.2017 19:09:12
1089864;235534;28.11.2017 12:58:40
1089953;477162;25.01.2019 13:18:33
1090000;168117;13.06.2017 08:49:11
1090008;346154;25.09.2018 10:12:30
1090035;535293;11.03.2019 13:13:26
1090038;377158;27.10.2018 18:07:16
1090041;159072;14.05.2017 21:51:13
1090075;559351;02.04.2019 23:02:41
1090150;201580;22.08.2017 10:12:19
1090154;462722;14.01.2019 17:28:14
1090163;369609;21.10.2018 13:57:57
1090174;386016;04.11.2018 21:06:39
1090226;475951;24.01.2019 17:30:37
1090252;468591;19.01.2019 16:21:19
1090261;493849;06.02.2019 19:17:26
1090294;209514;05.09.2017 16:57:19
1090307;592852;18.05.2019 23:01:18
1090341;486593;01.02.2019 08:53:49
1090407;209799;06.09.2017 11:48:31
1090411;157951;10.05.2017 16:08:21
1090443;498995;10.02.2019 18:15:33
1090463;557372;31.03.2019 16:14:41
1090509;569414;14.04.2019 14:21:22
1090552;500544;12.02.2019 01:43:30
1090557;309110;14.07.2018 17:23:23
1090584;347114;26.09.2018 10:46:22
1090589;155034;27.04.2017 11:36:38
1090644;361609;12.10.2018 16:08:07
1090663;228450;04.11.2017 14:12:00
1090665;419846;08.12.2018 21:43:39
1090677;364224;16.10.2018 09:00:31
1090706;377086;27.10.2018 17:10:14
1090708;223130;17.10.2017 14:02:13
1090809;215770;20.09.2017 17:45:02
1090812;402268;21.11.2018 21:37:05
1090862;220617;07.10.2017 12:15:56
1090883;263314;20.02.2018 19:44:40
1090884;170772;17.06.2017 21:08:21
1090886;359069;09.10.2018 10:47:47
1090895;478171;26.01.2019 06:00:05
1090962;460171;12.01.2019 17:48:08
1090981;223540;18.10.2017 23:27:49
1091009;420935;09.12.2018 20:47:33
1091020;247408;28.12.2017 22:16:49
1091022;638571;18.07.2019 10:50:23
1091086;192173;01.08.2017 14:48:56
1091088;272268;19.03.2018 15:00:39
1091106;404685;24.11.2018 13:57:18
1091117;164925;03.06.2017 17:16:17
1091133;472352;22.01.2019 20:22:46
1091175;577782;25.04.2019 21:14:27
1091193;248619;02.01.2018 18:05:18
1091197;632505;10.07.2019 20:53:52
1091245;212501;13.09.2017 10:02:29
1091248;185771;17.07.2017 20:24:17
1091295;322469;18.08.2018 04:59:00
1091338;567572;12.04.2019 16:22:46
1091381;610960;15.06.2019 15:39:49
1091408;154186;23.04.2017 15:34:12
1091423;214650;18.09.2017 10:42:39
1091455;192164;01.08.2017 14:26:08
1091466;195267;08.08.2017 13:01:01
1091473;209388;05.09.2017 13:29:05
1091529;158747;13.05.2017 15:42:20
1091726;240931;13.12.2017 19:25:56
1091808;588836;12.05.2019 17:29:28
1091880;430198;17.12.2018 17:39:46
1091888;595771;23.05.2019 22:09:47
1091892;625066;02.07.2019 14:09:26
1091893;441584;25.12.2018 19:22:14
1091968;263201;20.02.2018 14:25:42
1091972;383446;02.11.2018 11:36:07
1092066;571295;16.04.2019 17:24:03
1092128;539970;15.03.2019 19:21:45
1092151;480608;27.01.2019 14:38:04
1092182;511185;20.02.2019 19:17:38
1092193;272059;18.03.2018 20:09:24
1092266;354099;03.10.2018 14:47:17
1092349;301117;21.06.2018 13:41:34
1092360;333937;07.09.2018 09:50:35
1092406;158700;13.05.2017 12:59:55
1092476;370190;21.10.2018 21:49:08
1092482;289971;13.05.2018 16:27:58
1092499;170260;17.06.2017 00:26:03
1092512;523517;01.03.2019 18:48:23
1092514;199484;17.08.2017 18:59:15
1092676;154653;25.04.2017 17:56:04
1092703;406615;26.11.2018 14:46:12
1092799;557353;31.03.2019 16:00:57
1092809;464416;15.01.2019 23:39:03
1092827;217560;26.09.2017 18:29:29
1092833;527711;04.03.2019 22:55:12
1092865;273855;24.03.2018 13:09:06
1092888;373515;24.10.2018 16:13:41
1092986;541801;17.03.2019 11:28:47
1093047;422377;11.12.2018 10:19:14
1093105;489813;03.02.2019 15:17:13
1093144;479603;26.01.2019 19:44:35
1093151;482086;28.01.2019 16:14:41
1093158;174456;23.06.2017 13:15:37
1093211;564402;08.04.2019 17:51:48
1093231;234355;23.11.2017 19:22:35
1093260;183462;12.07.2017 13:34:31
1093269;589087;13.05.2019 06:29:13
1093283;312705;24.07.2018 10:08:42
1093301;366106;18.10.2018 11:48:23
1093302;296122;04.06.2018 15:36:39
1093310;487370;01.02.2019 19:19:32
1093395;363311;14.10.2018 19:30:57
1093397;166902;09.06.2017 11:35:40
1093403;620991;28.06.2019 10:52:37
1093475;149517;04.04.2017 17:41:23
1093488;165415;04.06.2017 20:08:33
1093495;427355;15.12.2018 15:33:51
1093505;619757;26.06.2019 22:43:35
1093536;405452;25.11.2018 10:53:58
1093540;623810;30.06.2019 21:30:46
1093562;460429;12.01.2019 20:24:38
1093600;150605;08.04.2017 18:15:34
1093602;553960;28.03.2019 15:31:45
1093606;573521;19.04.2019 21:24:00
1093686;226020;27.10.2017 21:10:37
1093698;220988;09.10.2017 13:53:23
1093710;205448;28.08.2017 17:57:11
1093712;535414;11.03.2019 14:07:20
1093768;272755;21.03.2018 08:52:15
1093775;301145;21.06.2018 14:23:19
1093804;252203;16.01.2018 14:42:27
1093812;194491;06.08.2017 18:42:15
1093824;316177;02.08.2018 16:08:47
1093855;248670;02.01.2018 22:22:36
1093866;373528;24.10.2018 16:26:35
1093889;372435;23.10.2018 17:58:57
1093972;489420;03.02.2019 11:48:25
1093977;467975;19.01.2019 08:32:35
1093980;549214;23.03.2019 18:29:13
1094026;517296;25.02.2019 02:01:31
1094031;156567;04.05.2017 10:48:49
1094064;304768;03.07.2018 00:33:52
1094071;642812;23.07.2019 12:28:08
1094164;152057;14.04.2017 13:18:17
1094191;643529;24.07.2019 10:15:47
1094193;424670;13.12.2018 10:39:56
1094205;589599;13.05.2019 21:55:40
1094278;376653;27.10.2018 12:18:49
1094326;428601;16.12.2018 15:06:03
1094350;202943;24.08.2017 20:28:55
1094457;545215;20.03.2019 15:58:35
1094543;200326;19.08.2017 14:43:14
1094545;494007;06.02.2019 21:27:33
1094546;528811;05.03.2019 20:01:51
1094565;395539;14.11.2018 20:17:22
1094599;521026;28.02.2019 05:26:39
1094601;291420;18.05.2018 19:40:46
1094621;294746;30.05.2018 19:03:34
1094635;582845;03.05.2019 11:21:59
1094653;421901;10.12.2018 18:56:47
1094770;477609;25.01.2019 17:37:45
1094815;532799;09.03.2019 11:51:17
1094822;610140;14.06.2019 13:12:39
1094859;454474;07.01.2019 21:08:15
1094871;451796;05.01.2019 06:27:17
1094934;251105;12.01.2018 18:29:57
1094978;522097;28.02.2019 18:13:34
1094991;647123;28.07.2019 15:20:21
1095006;229354;07.11.2017 14:54:13
1095018;277646;02.04.2018 14:04:03
1095020;187186;21.07.2017 10:28:00
1095046;292315;21.05.2018 23:13:06
1095048;320489;13.08.2018 15:30:17
1095066;646965;28.07.2019 13:15:59
1095150;472474;22.01.2019 22:00:14
1095184;360708;11.10.2018 12:51:28
1095210;161842;25.05.2017 17:47:26
1095265;545413;20.03.2019 19:28:33
1095294;171914;19.06.2017 18:06:22
1095298;246475;26.12.2017 22:55:29
1095302;396971;16.11.2018 12:51:16
1095303;588681;12.05.2019 13:42:42
1095333;508113;18.02.2019 12:10:52
1095355;552395;26.03.2019 21:16:17
1095370;171243;18.06.2017 17:34:59
1095376;318871;09.08.2018 13:38:25
1095383;262463;17.02.2018 17:53:44
1095448;408278;28.11.2018 12:11:22
1095456;183045;11.07.2017 11:11:12
1095462;166434;07.06.2017 21:39:42
1095469;225203;25.10.2017 10:50:18
1095479;163515;31.05.2017 14:32:24
1095539;534465;10.03.2019 17:21:10
1095550;291680;19.05.2018 17:17:25
1095655;360106;10.10.2018 15:36:42
1095663;546742;21.03.2019 18:50:37
1095674;614366;20.06.2019 15:04:27
1095710;372485;23.10.2018 18:31:37
1095712;345681;24.09.2018 17:12:36
1095741;477976;25.01.2019 22:09:31
1095834;590240;14.05.2019 20:20:30
1095854;179100;02.07.2017 11:53:43
1095955;525368;03.03.2019 06:59:10
1095956;184074;13.07.2017 18:58:36
1095978;177210;28.06.2017 00:02:09
1095999;166404;07.06.2017 20:05:25
1096092;596242;24.05.2019 17:12:15
1096104;170560;17.06.2017 15:56:37
1096113;488564;02.02.2019 17:00:08
1096123;179938;04.07.2017 11:32:41
1096131;354141;03.10.2018 15:15:40
1096226;515814;23.02.2019 22:10:49
1096275;370568;22.10.2018 11:37:06
1096279;434249;20.12.2018 16:54:20
1096317;348588;28.09.2018 09:04:47
1096337;481144;27.01.2019 20:35:05
1096444;282500;16.04.2018 13:57:30
1096471;457603;10.01.2019 21:55:24
1096487;555024;29.03.2019 14:43:42
1096504;233123;19.11.2017 16:43:54
1096526;158927;14.05.2017 11:58:33
1096567;297111;07.06.2018 14:23:05
1096606;183511;12.07.2017 15:00:16
1096624;597343;26.05.2019 13:08:14
1096635;250190;09.01.2018 21:08:41
1096670;427036;15.12.2018 12:20:32
1096676;247317;28.12.2017 19:03:59
1096749;631228;09.07.2019 12:53:16
1096783;409421;29.11.2018 14:11:52
1096818;314965;30.07.2018 19:32:43
1096872;592232;17.05.2019 21:04:44
1096900;485882;31.01.2019 16:01:28
1096908;354500;03.10.2018 20:54:37
1096921;491508;04.02.2019 20:04:31
1096930;410817;30.11.2018 17:37:57
1096974;625595;03.07.2019 08:42:37
1097017;481469;28.01.2019 07:58:57
1097043;280785;10.04.2018 19:09:24
1097061;182740;10.07.2017 13:37:20
1097070;381842;31.10.2018 18:19:29
1097072;296213;04.06.2018 20:55:13
1097078;186783;20.07.2017 09:45:02
1097143;331939;04.09.2018 08:50:57
1097156;203601;25.08.2017 21:06:24
1097197;461574;13.01.2019 18:20:30
1097258;219904;04.10.2017 21:01:20
1097280;161550;24.05.2017 18:43:01
1097347;526207;03.03.2019 18:07:44
1097356;460503;12.01.2019 21:15:15
1097365;630031;07.07.2019 20:58:27
1097395;284053;20.04.2018 18:02:34
1097408;580752;30.04.2019 01:59:54
1097510;384461;03.11.2018 12:29:14
1097526;161809;25.05.2017 16:37:32
1097566;152006;14.04.2017 10:18:25
1097577;524576;02.03.2019 15:18:59
1097593;527380;04.03.2019 17:24:16
1097631;388739;07.11.2018 20:02:46
1097639;600368;31.05.2019 10:46:11
1097752;252308;16.01.2018 19:47:49
1097765;567524;12.04.2019 15:29:34
1097770;515054;23.02.2019 13:37:45
1097821;417805;07.12.2018 07:16:25
1097842;373714;24.10.2018 18:52:52
1097875;177883;29.06.2017 15:41:05
1097911;502680;13.02.2019 21:19:51
1097924;598166;27.05.2019 22:31:25
1097933;201193;21.08.2017 12:41:15
1097960;317494;05.08.2018 21:22:59
1098004;178840;01.07.2017 16:03:05
1098025;292487;22.05.2018 16:57:24
1098058;545900;21.03.2019 11:54:43
1098059;283464;19.04.2018 14:44:07
1098068;382978;01.11.2018 19:36:06
1098079;232918;18.11.2017 23:19:43
1098095;411603;01.12.2018 13:01:05
1098100;182550;09.07.2017 21:47:09
1098124;396752;16.11.2018 09:35:08
1098146;436784;22.12.2018 15:31:19
1098151;263319;20.02.2018 20:06:30
1098168;358801;08.10.2018 20:05:19
1098181;511026;20.02.2019 17:21:03
1098187;209163;04.09.2017 20:39:03
1098190;195098;07.08.2017 23:06:22
1098197;241679;15.12.2017 23:05:19
1098219;583531;04.05.2019 12:00:12
1098223;618059;24.06.2019 20:32:38
1098330;486977;01.02.2019 14:04:52
1098418;342913;20.09.2018 12:07:29
1098424;556848;31.03.2019 08:22:21
1098435;352035;01.10.2018 21:06:37
1098449;503044;14.02.2019 10:23:12
1098496;489223;03.02.2019 06:20:43
1098541;258314;03.02.2018 09:57:51
1098542;638165;17.07.2019 18:22:27
1098559;152130;14.04.2017 16:55:33
1098572;585190;07.05.2019 00:19:23
1098576;529596;06.03.2019 13:47:26
1098604;183742;12.07.2017 23:07:13
1098611;623312;30.06.2019 12:30:50
1098624;249026;04.01.2018 22:47:32
1098646;340722;16.09.2018 19:40:22
1098658;262192;16.02.2018 14:43:29
1098664;378183;28.10.2018 15:09:58
1098666;232810;18.11.2017 18:40:59
1098729;276480;30.03.2018 19:11:40
1098758;236118;30.11.2017 11:29:19
1098771;241972;16.12.2017 19:35:53
1098836;515826;23.02.2019 22:28:53
1098884;252609;17.01.2018 18:50:57
1098889;268848;09.03.2018 13:17:44
1098973;425989;14.12.2018 13:22:05
1099007;416141;05.12.2018 16:03:51
1099011;646525;27.07.2019 20:38:00
1099083;337551;12.09.2018 12:45:29
1099100;392707;11.11.2018 21:27:06
1099136;497658;09.02.2019 17:57:48
1099248;519099;26.02.2019 15:51:55
1099263;295844;03.06.2018 14:57:38
1099269;172060;19.06.2017 20:44:41
1099276;238401;06.12.2017 23:49:04
1099289;270758;15.03.2018 12:37:28
1099335;254531;23.01.2018 14:38:45
1099384;168759;14.06.2017 15:08:45
1099397;188457;24.07.2017 13:35:50
1099462;173447;21.06.2017 21:51:51
1099464;510720;20.02.2019 14:25:33
1099477;304959;03.07.2018 16:06:36
1099565;200713;20.08.2017 13:37:10
1099567;548571;23.03.2019 11:35:48
1099722;601365;01.06.2019 17:14:54
1099728;616602;23.06.2019 09:34:44
1099898;226219;28.10.2017 15:19:28
1099905;154130;23.04.2017 12:15:17
1099944;222392;14.10.2017 19:43:44
1099946;182204;09.07.2017 09:41:15
1100038;543833;19.03.2019 10:30:03
1100061;352042;01.10.2018 21:07:55
1100068;237262;03.12.2017 14:43:32
1100077;364012;15.10.2018 20:31:47
1100139;482220;28.01.2019 17:39:36
1100145;382951;01.11.2018 19:01:15
1100146;371304;22.10.2018 20:15:03
1100160;253910;21.01.2018 14:21:19
1100240;283316;19.04.2018 11:17:06
1100252;366416;18.10.2018 16:29:57
1100255;316620;03.08.2018 16:15:24
1100257;375910;26.10.2018 17:06:46
1100305;156316;03.05.2017 11:49:56
1100351;366930;19.10.2018 06:03:49
1100353;523972;02.03.2019 09:03:05
1100359;218828;01.10.2017 08:19:12
1100362;345442;24.09.2018 12:31:31
1100377;220171;05.10.2017 18:02:40
1100392;325210;23.08.2018 19:31:06
1100420;516837;24.02.2019 18:09:49
1100440;567581;12.04.2019 16:28:39
1100470;154024;22.04.2017 19:46:35
1100511;503697;14.02.2019 18:27:09
1100539;525831;03.03.2019 14:12:49
1100544;262894;19.02.2018 13:20:02
1100588;432909;19.12.2018 16:29:20
1100643;472218;22.01.2019 17:59:45
1100656;149726;05.04.2017 10:37:20
1100683;404848;24.11.2018 15:57:45
1100711;195722;09.08.2017 13:02:25
1100908;643110;23.07.2019 17:08:23
1100936;648026;29.07.2019 16:34:11
1100982;595187;23.05.2019 00:03:17
1101012;593211;19.05.2019 16:19:28
1101024;258424;03.02.2018 14:41:23
1101035;322858;19.08.2018 08:57:07
1101040;575698;23.04.2019 07:25:50
1101054;160179;18.05.2017 20:31:21
1101073;511428;20.02.2019 22:40:38
1101085;592975;19.05.2019 10:47:48
1101129;341578;18.09.2018 09:46:25
